Video_File;Predicted_Category;feature_0;feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;feature_9;feature_10;feature_11;feature_12;feature_13;feature_14;feature_15;feature_16;feature_17;feature_18;feature_19;feature_20;feature_21;feature_22;feature_23;feature_24;Predictions
./TestFULL/Baseball/Baseball_028 .mp4;Party;9,1553604;8,3683484;6,35232596;5,7955596;4,112156;2,4395623;2,271714;2,2061922;0,91021541;-0,365007;-0,756603;-1,03165064;-1,93877246;-5,55649;11,10658761;-5,8367696;-6,014154;-6,387006;-8,46527072;-9,049804;-9,1529106;-11,13561712;-12,556116;-12,732283;-12,83375771;"[
'./TestFULL/Baseball/Baseball_028
.mp4',
'Baseball',
9.1553604,
8.3683484,
6.35232596,
5.7955596,
4.112156,
2.4395623,
2.271714,
2.2061922,
0.91021541,
-0.365007,
-0.756603,
-1.03165064,
-1.93877246,
-5.55649,
11.10658761,
-5.8367696,
-6.014154,
-6.387006,
-8.46527072,
-9.049804,
-9.1529106,
-11.13561712,
-12.556116,
-12.732283,
-12.83375771
]"
./TestFULL/Baseball/Baseball_026 .mp4;Party;9,308299;9,213484;8,56119543;8,0756436;7,206482;6,4969827;4,8518716;4,08993471;2,68406538;-0,5689668;-1,84518825;-2,99926245;-3,59622911;-3,803171;11,386904;-4,61633687;-4,93846;-5,208314;-5,242844;-6,7234392;-7,1607747;-9,394286;-12,54658243;-13,035481;-14,9358762;"[
'./TestFULL/Baseball/Baseball_026
.mp4',
'Baseball',
9.308299,
9.213484,
8.56119543,
8.0756436,
7.206482,
6.4969827,
4.8518716,
4.08993471,
2.68406538,
-0.5689668,
-1.84518825,
-2.99926245,
-3.59622911,
-3.803171,
11.386904,
-4.61633687,
-4.93846,
-5.208314,
-5.242844,
-6.7234392,
-7.1607747,
-9.394286,
-12.54658243,
-13.035481,
-14.9358762
]"
./TestFULL/Baseball/Baseball_023 .mp4;Party;7,659965;7,205096;5,93903;5,76193;4,502477;4,424005;3,74944027;2,561841;2,2987675;-1,039357;-2,180362;-2,58193007;-3,1693074;-3,27043614;8,3529047;-4,447058;-4,6000051;-4,65337346;-4,90683582;-6,62981036;-6,6315313;-6,9607411;-11,85363;-12,074698;-14,829741;"[
'./TestFULL/Baseball/Baseball_023
.mp4',
'Baseball',
7.659965,
7.205096,
5.93903,
5.76193,
4.502477,
4.424005,
3.74944027,
2.561841,
2.2987675,
-1.039357,
-2.180362,
-2.58193007,
-3.1693074,
-3.27043614,
8.3529047,
-4.447058,
-4.6000051,
-4.65337346,
-4.90683582,
-6.62981036,
-6.6315313,
-6.9607411,
-11.85363,
-12.074698,
-14.829741
]"
./TestFULL/Baseball/Baseball_044 .mp4;Party;9,9874311;9,4308622;9,25452386;8,08154171;7,901896;6,62946731;6,0777201;5,9939067;2,81572162;2,409693;1,4143412;-0,193577;-0,758645;-1,3807628;8,217118;-4,708128;-4,8486396;-7,4449148;-8,805059;-11,38967238;-11,8056098;-12,4498958;-12,81674339;-13,512183;-14,38020244;"[
'./TestFULL/Baseball/Baseball_044
.mp4',
'Baseball',
9.9874311,
9.4308622,
9.25452386,
8.08154171,
7.901896,
6.62946731,
6.0777201,
5.9939067,
2.81572162,
2.409693,
1.4143412,
-0.193577,
-0.758645,
-1.3807628,
8.217118,
-4.708128,
-4.8486396,
-7.4449148,
-8.805059,
-11.38967238,
-11.8056098,
-12.4498958,
-12.81674339,
-13.512183,
-14.38020244
]"
./TestFULL/Baseball/Baseball_017 .mp4;Party;9,88676785;9,4391278;9,17758573;5,847186;4,835929;3,7337286;3,6363139;3,0929972;2,5389171;1,375528;1,37271;-3,148411;-3,7356984;-3,84552259;10,676171;-6,7869955;-8,1091141;-8,50108197;-8,5243397;-10,342515;-10,36787027;-11,611839;-12,974428;-13,82417938;-13,943624;"[
'./TestFULL/Baseball/Baseball_017
.mp4',
'Baseball',
9.88676785,
9.4391278,
9.17758573,
5.847186,
4.835929,
3.7337286,
3.6363139,
3.0929972,
2.5389171,
1.375528,
1.37271,
-3.148411,
-3.7356984,
-3.84552259,
10.676171,
-6.7869955,
-8.1091141,
-8.50108197,
-8.5243397,
-10.342515,
-10.36787027,
-11.611839,
-12.974428,
-13.82417938,
-13.943624
]"
./TestFULL/Basketball/Basketball_047 .mp4;Party;8,188608;7,175025;6,908561;4,4081284;3,86295633;3,35835352;1,220597;0,28531;-0,51741123;-1,169389;-1,46226802;-1,985629;-4,19271869;-5,0435579;10,197173;-7,2868969;-7,3173214;-8,8060312;-9,674563;-11,096921;-11,63411583;-12,1145688;-13,844341;-14,0571094;-14,8886251;"[
'./TestFULL/Basketball/Basketball_047
.mp4',
'Baseball',
8.188608,
7.175025,
6.908561,
4.4081284,
3.86295633,
3.35835352,
1.220597,
0.28531,
-0.51741123,
-1.169389,
-1.46226802,
-1.985629,
-4.19271869,
-5.0435579,
10.197173,
-7.2868969,
-7.3173214,
-8.8060312,
-9.674563,
-11.096921,
-11.63411583,
-12.1145688,
-13.844341,
-14.0571094,
-14.8886251
]"
./TestFULL/Basketball/Basketball_043 .mp4;Party;8,123494;4,13556876;3,565721;3,5084401;1,9107356;1,3992358;-0,2992494;-0,304051;-1,5585041;-3,21190543;-3,620696;-3,6752223;-3,78368724;-3,8503;11,7804095;-6,43518782;-8,54981824;-8,5565295;-8,6488997;-10,180739;-10,451245;-11,24687;-12,753819;-13,327877;-13,50766065;"[
'./TestFULL/Basketball/Basketball_043
.mp4',
'Baseball',
8.123494,
4.13556876,
3.565721,
3.5084401,
1.9107356,
1.3992358,
-0.2992494,
-0.304051,
-1.5585041,
-3.21190543,
-3.620696,
-3.6752223,
-3.78368724,
-3.8503,
11.7804095,
-6.43518782,
-8.54981824,
-8.5565295,
-8.6488997,
-10.180739,
-10.451245,
-11.24687,
-12.753819,
-13.327877,
-13.50766065
]"
./TestFULL/Basketball/Basketball_001 .mp4;Party;9,72946774;9,5078962;7,969891;7,4673585;5,8500358;5,80924491;5,681437;5,1407509;5,087241;4,8351422;4,569736;4,083013;-5,050955;-5,6537549;8,868902;-6,6432657;-6,74256132;-6,963805;-7,4231687;-7,48694356;-9,4418999;-10,75368216;-11,42771219;-13,814834;-14,662549;"[
'./TestFULL/Basketball/Basketball_001
.mp4',
'Baseball',
9.72946774,
9.5078962,
7.969891,
7.4673585,
5.8500358,
5.80924491,
5.681437,
5.1407509,
5.087241,
4.8351422,
4.569736,
4.083013,
-5.050955,
-5.6537549,
8.868902,
-6.6432657,
-6.74256132,
-6.963805,
-7.4231687,
-7.48694356,
-9.4418999,
-10.75368216,
-11.42771219,
-13.814834,
-14.662549
]"
./TestFULL/Basketball/Basketball_009 .mp4;Party;9,857155;7,7695527;5,4481456;5,1927354;4,350479;3,81977;3,72447499;3,509032;0,844122;0,5101272;-1,103619;-2,64040371;-4,2763191;-4,405322;8,186031;-5,3561181;-6,18255253;-6,27052915;-7,67187162;-9,04910599;-10,6731996;-10,9058405;-11,7523593;-12,178933;-13,825585;"[
'./TestFULL/Basketball/Basketball_009
.mp4',
'Baseball',
9.857155,
7.7695527,
5.4481456,
5.1927354,
4.350479,
3.81977,
3.72447499,
3.509032,
0.844122,
0.5101272,
-1.103619,
-2.64040371,
-4.2763191,
-4.405322,
8.186031,
-5.3561181,
-6.18255253,
-6.27052915,
-7.67187162,
-9.04910599,
-10.6731996,
-10.9058405,
-11.7523593,
-12.178933,
-13.825585
]"
./TestFULL/Basketball/Basketball_024 .mp4;Party;9,50372888;9,1107774;5,6731077;4,894448;4,133693;3,616394;2,2592422;2,23669355;1,53756;-0,9976354;-1,17569403;-3,98411781;-4,21758157;-4,700904;9,86123536;-7,55050421;-9,2798483;-10,03256247;-11,4906263;-11,51206696;-11,72179003;-13,2057553;-13,23559868;-13,7827691;-14,72589236;"[
'./TestFULL/Basketball/Basketball_024
.mp4',
'Baseball',
9.50372888,
9.1107774,
5.6731077,
4.894448,
4.133693,
3.616394,
2.2592422,
2.23669355,
1.53756,
-0.9976354,
-1.17569403,
-3.98411781,
-4.21758157,
-4.700904,
9.86123536,
-7.55050421,
-9.2798483,
-10.03256247,
-11.4906263,
-11.51206696,
-11.72179003,
-13.2057553,
-13.23559868,
-13.7827691,
-14.72589236
]"
./TestFULL/Basketball/Basketball_020 .mp4;Party;9,30364465;8,787128;8,0404053;7,423342;6,302009;1,4932065;1,43828818;-0,404486;-0,947912;-1,428948;-4,03691094;-4,1787526;-4,55329533;-4,96671322;9,186592;-6,239402;-9,2466349;-9,4844081;-10,2745211;-11,50913503;-11,585426;-12,1765629;-12,6458212;-14,6393518;-14,9868566;"[
'./TestFULL/Basketball/Basketball_020
.mp4',
'Baseball',
9.30364465,
8.787128,
8.0404053,
7.423342,
6.302009,
1.4932065,
1.43828818,
-0.404486,
-0.947912,
-1.428948,
-4.03691094,
-4.1787526,
-4.55329533,
-4.96671322,
9.186592,
-6.239402,
-9.2466349,
-9.4844081,
-10.2745211,
-11.50913503,
-11.585426,
-12.1765629,
-12.6458212,
-14.6393518,
-14.9868566
]"
./TestFULL/Basketball/Basketball_040 .mp4;Party;9,9826817;9,7796903;9,50062936;8,187944;8,15031;5,64881096;5,497934;1,71861122;-0,299228;-0,351791;-0,6847188;-0,802963;-1,9286002;-2,175669;9,741654;-2,648213;-3,087135;-3,8087868;-3,941638;-6,4985414;-6,8409029;-6,9814077;-10,4609436;-11,72518769;-13,4600735;"[
'./TestFULL/Basketball/Basketball_040
.mp4',
'Baseball',
9.9826817,
9.7796903,
9.50062936,
8.187944,
8.15031,
5.64881096,
5.497934,
1.71861122,
-0.299228,
-0.351791,
-0.6847188,
-0.802963,
-1.9286002,
-2.175669,
9.741654,
-2.648213,
-3.087135,
-3.8087868,
-3.941638,
-6.4985414,
-6.8409029,
-6.9814077,
-10.4609436,
-11.72518769,
-13.4600735
]"
./TestFULL/Basketball/Basketball_005 .mp4;Party;9,6528937;9,6054321;9,54616;7,5216413;7,52134282;6,756331;6,42690489;3,0610926;2,79416595;2,275619;0,730887;-0,78291321;-0,89398498;-1,07231111;8,2722936;-2,016433;-3,35321377;-5,034943;-6,2043954;-6,234624;-8,616155;-9,63458;-11,5773571;-12,9096627;-13,870888;"[
'./TestFULL/Basketball/Basketball_005
.mp4',
'Baseball',
9.6528937,
9.6054321,
9.54616,
7.5216413,
7.52134282,
6.756331,
6.42690489,
3.0610926,
2.79416595,
2.275619,
0.730887,
-0.78291321,
-0.89398498,
-1.07231111,
8.2722936,
-2.016433,
-3.35321377,
-5.034943,
-6.2043954,
-6.234624,
-8.616155,
-9.63458,
-11.5773571,
-12.9096627,
-13.870888
]"
./TestFULL/Basketball/Basketball_029 .mp4;Party;9,1548698;8,49050994;8,1390769;7,995347;5,97951505;3,74865407;3,183848;1,7019842;1,08287821;0,86524693;-0,031405;-0,675252;-3,252136;-3,44608214;10,111689;-5,40174788;-5,43386662;-6,976676;-7,1143592;-8,78871;-9,764913;-10,25159791;-14,14657345;-14,3131768;-14,78635274;"[
'./TestFULL/Basketball/Basketball_029
.mp4',
'Baseball',
9.1548698,
8.49050994,
8.1390769,
7.995347,
5.97951505,
3.74865407,
3.183848,
1.7019842,
1.08287821,
0.86524693,
-0.031405,
-0.675252,
-3.252136,
-3.44608214,
10.111689,
-5.40174788,
-5.43386662,
-6.976676,
-7.1143592,
-8.78871,
-9.764913,
-10.25159791,
-14.14657345,
-14.3131768,
-14.78635274
]"
./TestFULL/Basketball/Basketball_044 .mp4;Party;9,621645;8,7549502;7,6658985;7,54826119;7,29168391;7,1741203;7,040794;5,70855463;1,99073629;1,081781;0,8709059;0,6426889;0,5049847;-0,64703956;8,523625;-2,11808079;-3,1770527;-4,542478;-4,73985424;-5,852955;-6,7831808;-6,980431;-9,926546;-12,582159;-14,35132876;"[
'./TestFULL/Basketball/Basketball_044
.mp4',
'Baseball',
9.621645,
8.7549502,
7.6658985,
7.54826119,
7.29168391,
7.1741203,
7.040794,
5.70855463,
1.99073629,
1.081781,
0.8709059,
0.6426889,
0.5049847,
-0.64703956,
8.523625,
-2.11808079,
-3.1770527,
-4.542478,
-4.73985424,
-5.852955,
-6.7831808,
-6.980431,
-9.926546,
-12.582159,
-14.35132876
]"
./TestFULL/Basketball/Basketball_017 .mp4;Party;8,1283004;4,6760414;3,1319189;2,097711;1,71468282;1,66611455;1,096057;0,8806943;-0,3705776;-0,53978;-3,107339;-3,99430018;-4,79870242;-5,735195;9,054718;-6,070213;-6,969463;-7,16405327;-8,0939354;-8,86233622;-10,620013;-10,76362382;-12,106471;-12,2608701;-14,31567063;"[
'./TestFULL/Basketball/Basketball_017
.mp4',
'Baseball',
8.1283004,
4.6760414,
3.1319189,
2.097711,
1.71468282,
1.66611455,
1.096057,
0.8806943,
-0.3705776,
-0.53978,
-3.107339,
-3.99430018,
-4.79870242,
-5.735195,
9.054718,
-6.070213,
-6.969463,
-7.16405327,
-8.0939354,
-8.86233622,
-10.620013,
-10.76362382,
-12.106471,
-12.2608701,
-14.31567063
]"
./TestFULL/Basketball/Basketball_002 .mp4;Party;9,2882681;7,4150873;6,438724;4,63482922;3,605935;-0,1679636;-0,3379849;-0,6957363;-1,691144;-3,7662862;-4,860359;-5,02499118;-5,388934;-5,452087;10,3654777;-6,3543399;-6,887835;-8,9376628;-10,584557;-11,213108;-11,70171168;-12,343124;-13,86321861;-14,1397693;-14,1822682;"[
'./TestFULL/Basketball/Basketball_002
.mp4',
'Baseball',
9.2882681,
7.4150873,
6.438724,
4.63482922,
3.605935,
-0.1679636,
-0.3379849,
-0.6957363,
-1.691144,
-3.7662862,
-4.860359,
-5.02499118,
-5.388934,
-5.452087,
10.3654777,
-6.3543399,
-6.887835,
-8.9376628,
-10.584557,
-11.213108,
-11.70171168,
-12.343124,
-13.86321861,
-14.1397693,
-14.1822682
]"
./TestFULL/Basketball/Basketball_003 .mp4;Party;9,37785244;7,506353;5,5228904;5,4810119;4,1913387;0,20176;-0,209682;-0,80164906;-1,0935669;-1,997148;-3,024277;-3,508845;-4,08117;-4,488323;10,768394;-5,25391497;-6,2534482;-7,3071603;-8,003735;-8,238777;-9,003803;-9,4877839;-10,71121096;-12,733981;-13,989866;"[
'./TestFULL/Basketball/Basketball_003
.mp4',
'Baseball',
9.37785244,
7.506353,
5.5228904,
5.4810119,
4.1913387,
0.20176,
-0.209682,
-0.80164906,
-1.0935669,
-1.997148,
-3.024277,
-3.508845,
-4.08117,
-4.488323,
10.768394,
-5.25391497,
-6.2534482,
-7.3071603,
-8.003735,
-8.238777,
-9.003803,
-9.4877839,
-10.71121096,
-12.733981,
-13.989866
]"
./TestFULL/Basketball/Basketball_034 .mp4;Party;9,2770627;8,3918591;8,13885473;5,63586261;5,2369638;4,21915;2,900238;1,127602;-0,3666906;-0,482768;-1,7021017;-1,94959;-2,2504258;-3,103868;10,410989;-6,5449738;-6,76298649;-9,1999157;-9,24499979;-9,5974814;-9,7058996;-11,2334485;-12,193289;-12,691865;-12,75997;"[
'./TestFULL/Basketball/Basketball_034
.mp4',
'Baseball',
9.2770627,
8.3918591,
8.13885473,
5.63586261,
5.2369638,
4.21915,
2.900238,
1.127602,
-0.3666906,
-0.482768,
-1.7021017,
-1.94959,
-2.2504258,
-3.103868,
10.410989,
-6.5449738,
-6.76298649,
-9.1999157,
-9.24499979,
-9.5974814,
-9.7058996,
-11.2334485,
-12.193289,
-12.691865,
-12.75997
]"
./TestFULL/Basketball/Basketball_008 .mp4;Party;9,11027892;8,1476229;7,8123961;7,0013722;6,37483036;5,7690457;4,3622279;3,9236276;2,02325911;1,962005;1,6545326;1,256229;0,36336806;-0,0446968;9,781611;-2,5665145;-5,004514;-5,0385919;-6,123946;-7,16745;-7,84289668;-7,854112;-11,89268091;-11,917554;-14,2645227;"[
'./TestFULL/Basketball/Basketball_008
.mp4',
'Baseball',
9.11027892,
8.1476229,
7.8123961,
7.0013722,
6.37483036,
5.7690457,
4.3622279,
3.9236276,
2.02325911,
1.962005,
1.6545326,
1.256229,
0.36336806,
-0.0446968,
9.781611,
-2.5665145,
-5.004514,
-5.0385919,
-6.123946,
-7.16745,
-7.84289668,
-7.854112,
-11.89268091,
-11.917554,
-14.2645227
]"
./TestFULL/Boating/Boating_040 .mp4;Party;9,611801;9,333863;7,46912759;6,6005631;6,42433703;4,820882;4,4440164;3,02430563;1,80644857;0,296627;-0,485627;-0,641398;-1,3146217;-1,348907;11,78816907;-2,14054754;-2,413265;-3,0699393;-6,67428435;-9,8279567;-10,18059002;-13,27700568;-13,93897251;-14,175292;-14,1933958;"[
'./TestFULL/Boating/Boating_040
.mp4',
'Baseball',
9.611801,
9.333863,
7.46912759,
6.6005631,
6.42433703,
4.820882,
4.4440164,
3.02430563,
1.80644857,
0.296627,
-0.485627,
-0.641398,
-1.3146217,
-1.348907,
11.78816907,
-2.14054754,
-2.413265,
-3.0699393,
-6.67428435,
-9.8279567,
-10.18059002,
-13.27700568,
-13.93897251,
-14.175292,
-14.1933958
]"
./TestFULL/Boating/Boating_017 .mp4;Party;7,9919273;7,0439552;3,6588481;0,9637122;0,50099315;0,0129265;-0,448249;-0,60230071;-1,1380584;-2,4782418;-5,201619;-5,709484;-5,8132744;-6,11893436;11,72115;-7,146612;-8,88754154;-9,70838067;-10,17503602;-10,7467589;-11,19390515;-12,43070732;-12,541293;-12,9975859;-13,3842023;"[
'./TestFULL/Boating/Boating_017
.mp4',
'Baseball',
7.9919273,
7.0439552,
3.6588481,
0.9637122,
0.50099315,
0.0129265,
-0.448249,
-0.60230071,
-1.1380584,
-2.4782418,
-5.201619,
-5.709484,
-5.8132744,
-6.11893436,
11.72115,
-7.146612,
-8.88754154,
-9.70838067,
-10.17503602,
-10.7467589,
-11.19390515,
-12.43070732,
-12.541293,
-12.9975859,
-13.3842023
]"
./TestFULL/Boating/Boating_048 .mp4;Party;9,177523;8,69968914;7,45109342;7,255154;7,168768;6,15904112;5,428331;1,8300784;1,645041;1,029127;-2,1077138;-4,0103697;-5,6312802;-6,085683;10,7510898;-6,51569939;-6,69421072;-8,00084952;-9,30369264;-9,3242478;-10,2221346;-10,5714839;-12,641273;-13,2849496;-14,3978453;"[
'./TestFULL/Boating/Boating_048
.mp4',
'Baseball',
9.177523,
8.69968914,
7.45109342,
7.255154,
7.168768,
6.15904112,
5.428331,
1.8300784,
1.645041,
1.029127,
-2.1077138,
-4.0103697,
-5.6312802,
-6.085683,
10.7510898,
-6.51569939,
-6.69421072,
-8.00084952,
-9.30369264,
-9.3242478,
-10.2221346,
-10.5714839,
-12.641273,
-13.2849496,
-14.3978453
]"
./TestFULL/Boating/Boating_035 .mp4;Party;6,1201883;4,9555369;3,058828;2,793528;0,95470472;0,53810626;0,49992162;-0,069134;-0,6025877;-0,7068009;-0,8161511;-1,144938;-2,6183359;-3,32702826;9,998241;-4,168582;-7,806018;-9,3488449;-10,080407;-10,48022;-10,572276;-11,845315;-13,3214174;-14,0728854;-14,97122459;"[
'./TestFULL/Boating/Boating_035
.mp4',
'Baseball',
6.1201883,
4.9555369,
3.058828,
2.793528,
0.95470472,
0.53810626,
0.49992162,
-0.069134,
-0.6025877,
-0.7068009,
-0.8161511,
-1.144938,
-2.6183359,
-3.32702826,
9.998241,
-4.168582,
-7.806018,
-9.3488449,
-10.080407,
-10.48022,
-10.572276,
-11.845315,
-13.3214174,
-14.0728854,
-14.97122459
]"
