Video_File,Predicted_Category,Predictions
./TestFULL/Baseball/Baseball_028 .mp4,NonEvent,"[[ 0.03431183 -0.14860122 -0.28775525 -0.40461317  0.33125275  0.34704942
  -0.5502699  -0.03698847  0.03423251 -0.33831167 -0.1983502  -0.57150763
  -0.08386334  0.5410783   0.12084602  0.09592301  0.42564797 -0.27861986
   0.2007573   0.32914057 -0.02458674 -0.1596211   0.0353625   0.04526296
   0.01552597]]"
./TestFULL/Baseball/Baseball_026 .mp4,NonEvent,"[[-3.24094296e-01 -7.89366737e-02 -1.78954765e-01 -5.63203394e-01
   9.39310044e-02  2.97710657e-01 -5.19574583e-01 -1.86897472e-01
   4.02075893e-05 -1.15073554e-01 -2.41235852e-01 -5.55937707e-01
  -5.94247878e-01  6.85472369e-01  3.04511772e-03 -8.63791779e-02
   4.64328706e-01 -4.94975239e-01 -1.61131490e-02  2.90627144e-02
  -1.70763925e-01 -2.88758278e-01 -1.11064136e-01  1.08224951e-01
  -3.54917943e-01]]"
./TestFULL/Baseball/Baseball_023 .mp4,NonEvent,"[[-0.1595899  -0.35785994 -0.23771696 -0.47198465  0.08453453  0.49630967
  -0.56516033  0.12485608  0.11181269 -0.30334267 -0.02003193 -0.63840955
  -0.2554692   0.8188588   0.18842772  0.10118207  0.43550605 -0.35767072
  -0.18978639  0.19140686  0.20202844 -0.37101293 -0.297672   -0.02055453
  -0.04313461]]"
./TestFULL/Baseball/Baseball_044 .mp4,TrafficCollision,"[[-3.73661846e-01 -1.70027301e-01 -3.28691006e-01 -5.39090157e-01
  -1.21170506e-01  4.23417091e-01 -5.30225158e-01 -4.74856235e-04
  -1.88083146e-02  2.51931876e-01  2.21451893e-01 -4.96732503e-01
  -2.13169917e-01  4.01841015e-01  1.68457642e-01 -9.80737135e-02
   1.10343628e-01 -4.79949087e-01 -1.17598228e-01  7.49344826e-02
   4.28548679e-02 -2.25992292e-01 -5.11048734e-01  4.31301177e-01
  -2.28839219e-02]]"
./TestFULL/Baseball/Baseball_017 .mp4,NonEvent,"[[-0.3229227  -0.11675905  0.07091749 -0.4638682  -0.07281338  0.22628044
  -0.21765593 -0.22334541 -0.31412616 -0.01942066 -0.01217712 -0.6545482
  -0.20295987  0.73867714  0.20223923  0.03024229  0.48451805 -0.36752373
  -0.06679802  0.33731833  0.32633448 -0.18964574 -0.17430839  0.39804843
  -0.04231715]]"
./TestFULL/Basketball/Basketball_047 .mp4,NonEvent,"[[-0.007226   -0.17636225 -0.12815158 -0.7601066   0.46755028  0.0942773
  -0.5113594  -0.09041995 -0.11339553 -0.39426488  0.0256407  -0.4924498
  -0.17624418  0.92437595  0.16727467  0.0593464   0.34288496 -0.27177626
   0.01203073  0.09710253  0.07668193 -0.26666304 -0.2776665  -0.03579508
  -0.22821741]]"
./TestFULL/Basketball/Basketball_043 .mp4,NonEvent,"[[ 0.05390333 -0.10332526  0.15011917 -0.20591082  0.06774719  0.20842452
  -0.31713143 -0.11125062 -0.04539451 -0.1709946   0.15159597 -0.4565435
  -0.26990208  0.42883712  0.29771557  0.09243185  0.30867597 -0.45177385
  -0.3098871   0.15166567  0.3989776  -0.44203448 -0.13125095  0.01987921
  -0.0701713 ]]"
./TestFULL/Basketball/Basketball_001 .mp4,NonEvent,"[[-0.32538676 -0.19237867 -0.11247724 -0.26313168 -0.18742421  0.29120782
  -0.63928026 -0.8236819  -0.0261999  -0.2513053  -0.1351245  -0.53502786
  -0.4011559   0.965858    0.16895995  0.03118726  0.3337365  -0.4217721
   0.1366342  -0.04516205  0.06344315 -0.42233092 -0.20030001  0.1077777
  -0.17241512]]"
./TestFULL/Basketball/Basketball_009 .mp4,NonEvent,"[[-1.19386844e-01 -1.15934603e-01 -1.53150007e-01 -6.70062602e-01
   2.05176011e-01  2.24883646e-01 -5.60620368e-01 -3.69771093e-01
   8.26540664e-02 -2.92067111e-01 -5.69122203e-04 -4.55834597e-01
  -1.70111760e-01  5.45877516e-01  1.50150523e-01 -3.64770368e-02
   3.94776255e-01 -2.52645046e-01 -8.76821354e-02  5.48277795e-02
   1.46989245e-02 -1.65808216e-01 -3.34218562e-01  2.57522732e-01
  -2.47136354e-01]]"
./TestFULL/Basketball/Basketball_024 .mp4,NonEvent,"[[-0.16324072 -0.39650577 -0.51714164 -0.17510644 -0.05814203  0.31625482
  -0.31604677  0.03311575  0.03921868 -0.31678137 -0.16511782 -0.679632
  -0.42022085  0.9709768  -0.04846654  0.10166288  0.4570776  -0.5041756
  -0.2505376  -0.04134483 -0.30224147 -0.05923462 -0.31710237  0.1570377
  -0.08353712]]"
./TestFULL/Basketball/Basketball_020 .mp4,NonEvent,"[[-0.25347754 -0.31338093 -0.24903084 -0.4200635  -0.08811922  0.10684871
  -0.4784666  -0.37597805  0.06389615 -0.2798892  -0.13122997 -0.6015076
  -0.2681659   0.58941984  0.40670672  0.20932353  0.47669894 -0.58099365
  -0.01376376  0.21156068 -0.06847626  0.18939243 -0.3182293   0.4733925
  -0.23503765]]"
./TestFULL/Basketball/Basketball_040 .mp4,NonEvent,"[[-0.0716005  -0.24361385 -0.1551358  -0.35504937  0.21275447  0.33446577
  -0.6117825  -0.30376697  0.15071204 -0.24403708 -0.15122762 -0.6159953
  -0.29849142  0.91758907  0.04494127  0.08102989  0.17729025 -0.24996369
  -0.08678543  0.1545473  -0.22573934 -0.1442752  -0.30142918 -0.06093586
  -0.05535832]]"
./TestFULL/Basketball/Basketball_005 .mp4,NonEvent,"[[-0.30719632 -0.14819399 -0.16674875 -0.45518103  0.2213113   0.39519542
  -0.3583083  -0.35324612  0.05606251 -0.5594152  -0.05867596 -0.48050433
  -0.27646032  0.82107514 -0.12536094 -0.04612779  0.42013988 -0.3246898
  -0.1284902   0.12585667 -0.11652728 -0.22619699  0.01961683  0.18681395
  -0.37884396]]"
./TestFULL/Basketball/Basketball_029 .mp4,NonEvent,"[[ 0.13592224 -0.09344546 -0.04439341 -0.5362096   0.4186209   0.27516896
  -0.2931206  -0.35696778 -0.06156937 -0.45513865  0.25969833 -0.4321394
   0.03733062  0.74647397  0.01758233 -0.19922085  0.1359825  -0.36734527
  -0.23075262  0.19787303  0.14427952 -0.32929486 -0.15067275  0.04143956
  -0.360658  ]]"
./TestFULL/Basketball/Basketball_044 .mp4,NonEvent,"[[-0.00955139 -0.15989219 -0.0363605  -0.34773812  0.25463322  0.23655786
  -0.42328617 -0.25122392  0.14148629 -0.22543883  0.20016564 -0.3817134
  -0.20710155  0.599186    0.06333397 -0.16338722  0.39329627 -0.3057386
  -0.20879102  0.10028233  0.15604635 -0.2372599  -0.3013931   0.12469833
  -0.12612449]]"
./TestFULL/Basketball/Basketball_017 .mp4,NonEvent,"[[ 0.02023659 -0.01660899 -0.0419534  -0.5987602   0.01614621  0.01088464
  -0.42198637 -0.15199597  0.21101637 -0.3374082   0.12312365 -0.4560741
  -0.23951004  0.56686497  0.4169975  -0.11160104  0.305067   -0.46056673
  -0.33775625  0.2538249   0.24677943 -0.44096035 -0.23145914  0.06249989
  -0.2561265 ]]"
./TestFULL/Basketball/Basketball_002 .mp4,NonEvent,"[[-0.4733419  -0.18437578 -0.22838137 -0.7016674   0.22026174  0.36668476
  -0.5580582  -0.24255553 -0.11449458 -0.26492554 -0.2575674  -0.40199295
  -0.31980842  0.75271124  0.07303121  0.12268011  0.3807339  -0.4458345
  -0.24268237  0.3851059   0.13490276 -0.44074488 -0.29757962  0.07246571
  -0.37624094]]"
./TestFULL/Basketball/Basketball_003 .mp4,NonEvent,"[[-0.01327953 -0.37849692 -0.18578686 -0.40212032  0.1958007   0.2689394
  -0.6252359  -0.18686815  0.10943865 -0.19525601 -0.07191405 -0.46159247
  -0.22864206  0.9000467   0.3032497  -0.0275225   0.44966957 -0.22402981
  -0.04103351  0.14725196 -0.20108472 -0.10318512 -0.19250408  0.14180355
  -0.2696301 ]]"
./TestFULL/Basketball/Basketball_034 .mp4,NonEvent,"[[-0.15823616 -0.1326348  -0.09261482 -0.7720839   0.40198344  0.29895347
  -0.57274836 -0.06918854 -0.06930659 -0.028738    0.05084942 -0.3097807
  -0.07413147  0.60222965  0.03441075  0.1427787   0.3491415  -0.18216883
  -0.01305878  0.17740466 -0.27608353 -0.39993778 -0.33849114  0.02742551
  -0.0696262 ]]"
./TestFULL/Basketball/Basketball_008 .mp4,NonEvent,"[[-0.02028822 -0.17799608  0.08336421 -0.52512157  0.6079349   0.08332474
  -0.6615457  -0.28884074  0.08320347 -0.25913775 -0.12976043 -0.39905614
  -0.24007241  0.77536917  0.28108943 -0.16595267  0.37865967 -0.35161915
  -0.0722778   0.09340876 -0.00538014 -0.07587886 -0.23616913  0.31754398
  -0.31420466]]"
./TestFULL/Boating/Boating_040 .mp4,NonEvent,"[[ 2.8338421e-03 -3.5378179e-01 -4.2860676e-02 -3.7775940e-01
   1.7633745e-01  2.6596898e-01 -3.5200429e-01 -5.5264121e-01
  -7.7542543e-02 -2.7868399e-01 -1.6017948e-01 -2.6768431e-01
  -2.0981289e-01  7.3739475e-01  1.4573538e-01 -8.8305674e-02
   2.2660829e-01 -2.5204834e-01 -1.5538208e-01  1.7845629e-01
  -1.4854127e-02  1.6756186e-03 -4.0372196e-04 -5.0624218e-02
  -2.3347208e-01]]"
./TestFULL/Boating/Boating_017 .mp4,NonEvent,"[[-0.1546906  -0.43740863 -0.41068617 -0.4437994  -0.03698448  0.34520343
  -0.35329193 -0.70421374  0.00197425 -0.43514606 -0.17449066 -0.41733098
  -0.25909096  0.85984844  0.07274475 -0.09634691  0.36935213 -0.17820685
   0.09660684  0.14817163 -0.04911798  0.07500584 -0.23375271 -0.00502092
  -0.21327206]]"
./TestFULL/Boating/Boating_048 .mp4,NonEvent,"[[-2.0596874e-01 -1.8366852e-01 -1.2134516e-01 -1.9633707e-02
   1.6656478e-01 -5.4953363e-02 -3.3702463e-01 -3.0064276e-01
   3.2766189e-02 -3.0481768e-01 -7.7721402e-02 -3.8240889e-01
  -3.0403131e-01  8.0710620e-01  2.6017111e-02  1.8956121e-02
   1.5065755e-01 -2.0242429e-01 -6.5694220e-04  1.3778888e-01
  -9.9077754e-02 -6.8036921e-02 -1.6296653e-01  3.7235804e-02
  -2.1452796e-01]]"
./TestFULL/Boating/Boating_035 .mp4,NonEvent,"[[-0.18394189 -0.30922464  0.2671053  -0.35853258 -0.01069706  0.25474465
  -0.2128488  -0.39714718 -0.13502678 -0.846778   -0.10353123 -0.31305483
  -0.28855374  0.68335193  0.28478625 -0.02593138  0.11549129 -0.25000253
   0.03972116  0.03791239  0.32899627 -0.09848709 -0.02258175 -0.06249054
  -0.11203925]]"
./TestFULL/Boating/Boating_026 .mp4,NonEvent,"[[-0.2300764  -0.35827184 -0.10618985 -0.26364657 -0.12375782  0.09450754
  -0.355742   -0.5422053   0.05003972 -0.1953565  -0.08435274 -0.24460945
  -0.01440519  0.6857905   0.21311037  0.00381298  0.35473257 -0.35715586
   0.09324093 -0.20102656  0.02516259  0.02377737 -0.06961381  0.1622977
  -0.35732526]]"
./TestFULL/Boating/Boating_005 .mp4,NonEvent,"[[-3.1271866e-01 -2.9970333e-01  5.9400093e-02 -5.7098526e-01
   1.9932952e-02  4.6072554e-04 -4.8707682e-01 -5.2023995e-01
  -2.3185581e-02 -3.9554924e-01 -7.9762399e-02 -4.9446368e-01
  -4.2828271e-01  8.6556619e-01  2.7357432e-01 -3.6945701e-02
   1.8052481e-01 -1.0864624e-01 -6.5897681e-02  3.7736889e-02
   3.4008823e-02 -4.7158416e-02 -9.4022550e-02 -1.8368192e-01
  -3.3815813e-01]]"
./TestFULL/Boating/Boating_050 .mp4,NonEvent,"[[-0.1396548  -0.22800402 -0.00135384 -0.51536024  0.28298852 -0.11089708
  -0.31734452 -0.49493665 -0.10786615 -0.31026667 -0.08116455 -0.30493012
  -0.2542336   0.72387326  0.23421936 -0.02584606  0.5059527  -0.45338258
   0.03922042 -0.22539222 -0.15763459 -0.09681577 -0.2274045   0.18000703
  -0.20768675]]"
./TestFULL/Boating/Boating_051 .mp4,NonEvent,"[[-0.01854498 -0.29713392  0.10260773 -0.30508566  0.08576054  0.09947915
   0.04456273 -0.2972188  -0.04175939 -0.34226817 -0.16087016 -0.15336044
  -0.08500015  0.6425665   0.24604912  0.00797707  0.22328974 -0.3474095
  -0.07230327 -0.26767048 -0.03091072 -0.03209105 -0.20784298  0.07548573
  -0.05741508]]"
./TestFULL/Boating/Boating_032 .mp4,NonEvent,"[[-0.22206433 -0.4136414   0.18297337 -0.3110732   0.21982087 -0.01394237
  -0.42818883 -0.38113737  0.08214355 -0.44034705 -0.09069448 -0.3716555
  -0.44479492  0.9403181   0.15488562 -0.01698959  0.26827857 -0.378709
   0.13695784 -0.02983637 -0.03365995 -0.23421964 -0.1508564  -0.24908483
  -0.3401863 ]]"
./TestFULL/Boating/Boating_019 .mp4,NonEvent,"[[-0.32717615 -0.34434226 -0.06405877 -0.31692332  0.17036949 -0.03481289
  -0.46260422 -0.45178238  0.14757535 -0.23975112 -0.2230626  -0.27580768
  -0.28725082  0.728006    0.10278253  0.00137005  0.24983598 -0.38877454
  -0.0932174  -0.05855903 -0.02166126 -0.05998068 -0.17419566  0.14126137
  -0.16702192]]"
./TestFULL/Boating/Boating_036 .mp4,NonEvent,"[[-0.03275862 -0.15044196 -0.11200672 -0.49895123  0.05695689 -0.09358124
  -0.17834428 -0.47563925  0.01548485 -0.228119   -0.00747639 -0.43130234
  -0.234306    0.72225124  0.23327069 -0.18131408  0.4539005  -0.41794044
  -0.23417537  0.02573913 -0.01534948  0.15857527 -0.10306694  0.24895184
  -0.00758828]]"
./TestFULL/Boating/Boating_018 .mp4,NonEvent,"[[-0.20721301 -0.30999523  0.1153769  -0.6237464   0.1660861   0.01846403
  -0.3735676  -0.39083815 -0.15366825 -0.5246325  -0.20149286 -0.39310905
  -0.3436164   0.63881165  0.4348955  -0.18078046  0.1430874  -0.3073925
  -0.02684646 -0.12587     0.18234387 -0.12151643 -0.13308732  0.1262229
  -0.2538805 ]]"
./TestFULL/Boating/Boating_025 .mp4,NonEvent,"[[-0.16811155 -0.21972816 -0.1267629  -0.39547926  0.08787674  0.03714818
  -0.3348386  -0.67205614 -0.00239236 -0.36164993 -0.19649442 -0.4330155
  -0.24132042  0.81067616  0.05811637 -0.17533693  0.34581882 -0.16528828
   0.00908851  0.07795676  0.04543838  0.02107714 -0.2844737   0.01474709
  -0.30162597]]"
./TestFULL/Boating/Boating_031 .mp4,NonEvent,"[[-0.34598953 -0.4441983   0.19320522 -0.4494669   0.01711894  0.13103825
  -0.5420333  -0.5947699   0.05115571 -0.5023556   0.00404633 -0.27825153
  -0.4325876   0.70885354  0.4423707   0.10412644  0.3221293  -0.29491073
   0.15068522  0.02921394  0.22991213 -0.19427519 -0.08803333 -0.19668129
  -0.077926  ]]"
./TestFULL/Boating/Boating_008 .mp4,NonEvent,"[[-0.18305835 -0.16692059 -0.27665573 -0.6078609   0.17322437  0.18872036
  -0.39074907 -0.34262237 -0.0337432  -0.5074977  -0.01992392 -0.4509764
  -0.06990657  0.52886397 -0.04499003 -0.09941361  0.28101942 -0.44475427
  -0.14490882  0.11967269 -0.15658557 -0.41109386 -0.3045861   0.10081726
  -0.13904332]]"
./TestFULL/CarRacing/CarRacing_008 .mp4,NonEvent,"[[-0.06885372 -0.25164646 -0.17903392 -0.6992653   0.22386086  0.27879182
  -0.6024509  -0.44341967  0.03791114 -0.2123253  -0.07982769 -0.25147328
   0.00948144  0.82558125  0.08836772 -0.15291874  0.37971714 -0.29842314
   0.0282815  -0.04186112 -0.03369643 -0.14744088 -0.45153207  0.21919017
  -0.20474553]]"
./TestFULL/CarRacing/CarRacing_009 .mp4,NonEvent,"[[-0.22384417 -0.1323783  -0.47709307 -0.5340475   0.31307742  0.08737224
  -0.40861085 -0.42749152 -0.14017875 -0.3375928  -0.3481961  -0.4299384
  -0.35831255  0.69124204  0.19632538 -0.03235566  0.5769051  -0.23352423
   0.0018515   0.0624237   0.03692033 -0.14991264 -0.01060007  0.15256359
  -0.34489873]]"
./TestFULL/CarRacing/CarRacing_012 .mp4,NonEvent,"[[-0.24112287 -0.18166591  0.06004427 -0.5539961   0.2665965   0.43078423
  -0.41383028 -0.29931355 -0.06460695 -0.23373267  0.0547326  -0.23588179
   0.01454662  0.55821866  0.20573208  0.05312286  0.36054853 -0.30936417
   0.02948121 -0.08344173  0.08450413  0.02472921 -0.03429055  0.1327234
   0.01229033]]"
./TestFULL/CarRacing/CarRacing_015 .mp4,NonEvent,"[[-0.11145227 -0.1530764  -0.31097332 -0.2762136  -0.09549588  0.13608484
   0.01045074 -0.23613201 -0.25006106 -0.11202    -0.02158894 -0.64831364
  -0.29531214  0.56072867 -0.10895    -0.03804582  0.25562713 -0.5263145
  -0.06986755  0.22721061  0.07581798 -0.2941495  -0.05234653  0.31623653
  -0.33272162]]"
./TestFULL/CarRacing/CarRacing_010 .mp4,NonEvent,"[[-0.07181897 -0.05601906  0.01256542 -0.4719866   0.22952867  0.18059714
  -0.5125798  -0.36818025  0.06952161 -0.13364473 -0.09799286 -0.21891293
   0.06949466  0.51550823  0.15942517 -0.00255847  0.325279   -0.2216099
  -0.00054223 -0.2064092  -0.02189899 -0.11205383 -0.23606597  0.1535937
  -0.14449553]]"
./TestFULL/CarRacing/CarRacing_002 .mp4,NonEvent,"[[-0.20688951 -0.17714903 -0.0220745  -0.39794797  0.1876231   0.28720304
  -0.53450567 -0.25227314 -0.03408984 -0.13854429 -0.02399489 -0.4554133
  -0.07097979  0.69793755  0.29124117 -0.08918856  0.27870625 -0.23336926
  -0.10023814 -0.16732638 -0.12417286 -0.2663532  -0.23291312  0.1056716
  -0.21912777]]"
./TestFULL/CarRacing/CarRacing_013 .mp4,NonEvent,"[[-0.18985523 -0.09305046  0.09893042 -0.60611236  0.09588095  0.06023346
  -0.20231728 -0.4922739   0.18288147 -0.04226837 -0.06697547 -0.03719866
   0.00447004  0.42853087  0.12862775 -0.1959228   0.29984194 -0.23818275
   0.15257354 -0.06102184 -0.22075117  0.02089887  0.10148306 -0.13042717
  -0.14867198]]"
./TestFULL/CarRacing/CarRacing_004 .mp4,NonEvent,"[[-0.17201748 -0.10685362 -0.01835011 -0.5017298   0.16628769  0.44225058
  -0.5298323  -0.3667696   0.10483696 -0.18398888 -0.07461794 -0.28786248
  -0.05891955  0.72822845  0.20532848 -0.0200658   0.29585746 -0.30795124
  -0.06459264 -0.10769253 -0.13170168 -0.29575306 -0.30725652  0.08444554
  -0.14197433]]"
./TestFULL/CarRacing/CarRacing_017 .mp4,NonEvent,"[[-0.01655374 -0.08712568  0.01446665 -0.41716722  0.22953795  0.02773005
  -0.38500938 -0.381206    0.05931307 -0.23238799 -0.1248879  -0.18781881
  -0.05306127  0.564248    0.12079626 -0.14362547  0.2478967  -0.19316487
  -0.04773619 -0.1750237  -0.06395645 -0.0843355  -0.13794589  0.12682408
  -0.1906655 ]]"
./TestFULL/CarRacing/CarRacing_014 .mp4,NonEvent,"[[-0.11601015 -0.16515012 -0.23836991 -0.54352635  0.35430768  0.4812933
  -0.20756786 -0.46030816 -0.06602703 -0.4262269   0.03775653 -0.32402855
  -0.11345053  0.6332608   0.15471981 -0.03810311  0.25144976 -0.38295224
   0.02044581  0.06551194  0.2125906  -0.04895314 -0.01375251  0.04621463
  -0.02279404]]"
./TestFULL/CarRacing/CarRacing_016 .mp4,NonEvent,"[[-0.12995237 -0.01574328 -0.09690668 -0.4408222   0.15365271 -0.02550589
  -0.23634624 -0.39093557  0.23406363 -0.2929254   0.07388134 -0.34280157
  -0.01883281  0.29139575  0.23375228 -0.15145572  0.21167065 -0.30391172
  -0.17826724  0.04685308 -0.12047346 -0.26257002 -0.249691    0.05304341
  -0.16111116]]"
./TestFULL/CarRacing/CarRacing_003 .mp4,NonEvent,"[[-0.13447158 -0.07257308 -0.06219594 -0.3569656   0.3061488   0.15481055
  -0.34929404 -0.30645257  0.07311915 -0.07762831 -0.10407156 -0.2763411
   0.04902911  0.545433    0.13230014 -0.13711475  0.3643027  -0.14551137
  -0.10595158 -0.20797062 -0.1964388  -0.19148506 -0.17962079 -0.01297218
  -0.16421337]]"
./TestFULL/CarRacing/CarRacing_001 .mp4,NonEvent,"[[-0.27334407 -0.0233049  -0.22293772 -0.39857796  0.32631323  0.29467407
  -0.16875672 -0.41257897 -0.13370182 -0.28281397 -0.02917111 -0.44010514
  -0.23708534  0.69938505  0.21722622  0.15020314  0.37364474 -0.37079522
  -0.03849694  0.04830027  0.09931318 -0.20025757  0.03772497  0.28429547
  -0.13526948]]"
./TestFULL/CarRacing/CarRacing_007 .mp4,NonEvent,"[[-0.27942568 -0.20496383  0.06446745 -0.4860501   0.03627554  0.08654521
  -0.20034936 -0.44524768 -0.01628818 -0.18676698 -0.18316102 -0.51128167
  -0.27561268  0.66905797  0.22383878  0.11287793  0.54314035 -0.43305084
  -0.09992409 -0.17187874  0.12027504  0.11507339 -0.00599804  0.13523749
  -0.09709374]]"
./TestFULL/CarRacing/CarRacing_019 .mp4,NonEvent,"[[-0.10902157 -0.10653142  0.09102815 -0.4552398   0.28633267  0.30296287
  -0.3808538  -0.36786845  0.02338979 -0.24827954  0.00598665 -0.29768965
  -0.05428645  0.74371517  0.14765932  0.01150767  0.35916036 -0.32003465
  -0.10655933 -0.12224199 -0.0188283  -0.21367764 -0.22644305 -0.02931495
  -0.08918133]]"
./TestFULL/Concert/Concert_047 .mp4,NonEvent,"[[-0.12192792 -0.2513928  -0.07503567 -0.41022444  0.34192973  0.34247375
  -0.1975299  -0.06104443 -0.05084931 -0.5453494   0.01891012 -0.69559956
  -0.42579153  0.7676595   0.03391274 -0.02944053  0.30531508 -0.36937162
  -0.10611022  0.05642306  0.00176261 -0.12612136 -0.16500065  0.16793522
   0.13330288]]"
./TestFULL/Concert/Concert_039 .mp4,NonEvent,"[[-0.5179037  -0.173921   -0.16484122 -0.5685876   0.20358188  0.02321883
  -0.4677917  -0.29718804  0.05645725 -0.26408592 -0.06484289 -0.17539921
  -0.10466404  0.52082723  0.02580178  0.33996186  0.14962307 -0.4811685
   0.1345277   0.2295826   0.0979231  -0.29451331 -0.21850081  0.06901167
  -0.07151739]]"
./TestFULL/Concert/Concert_040 .mp4,NonEvent,"[[-0.19385995 -0.18101159 -0.06772707 -0.62447625  0.316914    0.36798194
  -0.5189394  -0.28427142  0.33061513 -0.38000983 -0.00448833 -0.46369696
   0.05508812  0.64261675 -0.08924704 -0.08939175  0.15042292 -0.29768208
   0.15508166  0.20086583 -0.11979575 -0.1879917  -0.15116265  0.01397862
  -0.22546925]]"
./TestFULL/Concert/Concert_011 .mp4,NonEvent,"[[-0.46289095 -0.19473746 -0.18187132 -0.547073    0.37258887  0.10813832
  -0.59894496 -0.27200678  0.10272015 -0.4471698  -0.32528046 -0.5821031
  -0.07253259  0.84991086  0.24937691  0.1055452   0.48174173 -0.43227556
  -0.02998352  0.12123503 -0.23042974 -0.2580514   0.2224284   0.2406615
   0.10059691]]"
./TestFULL/Concert/Concert_037 .mp4,NonEvent,"[[-0.35104734 -0.18358621 -0.12286854 -0.7479242   0.24400492  0.15672866
  -0.30514672 -0.5049685  -0.00140938 -0.2613415  -0.25936314 -0.30797678
  -0.31899148  0.7159337   0.180586    0.06971527  0.19628493 -0.39443588
  -0.0282229   0.39922315  0.09938804 -0.20036837 -0.16362144  0.30275792
   0.07209209]]"
