Video_File;Predicted_Category;feature_0;feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;feature_9;feature_10;feature_11;feature_12;feature_13;feature_14;feature_15;feature_16;feature_17;feature_18;feature_19;feature_20;feature_21;feature_22;feature_23;feature_24;Predictions
./TestFULL/Baseball/Baseball_028 .mp4;ReligiousActivity;9,45888;9,2583656;8,817077;8,6906491;8,50232857;7,47351712;6,270246;5,91306715;5,313512;2,4347614;1,43221801;1,3253623;0,47927484;0,0145309;-1,8965581;-2,060649;-3,7531037;-5,815494;-8,484401;8,330579;-9,9175803;-11,13507195;-11,268182;-12,74993374;-14,944637;"[
'./TestFULL/Baseball/Baseball_028
.mp4',
'Baseball',
9.45888,
9.2583656,
8.817077,
8.6906491,
8.50232857,
7.47351712,
6.270246,
5.91306715,
5.313512,
2.4347614,
1.43221801,
1.3253623,
0.47927484,
0.0145309,
-1.8965581,
-2.060649,
-3.7531037,
-5.815494,
-8.484401,
8.330579,
-9.9175803,
-11.13507195,
-11.268182,
-12.74993374,
-14.944637
]"
./TestFULL/Baseball/Baseball_026 .mp4;ReligiousActivity;8,985364;8,30550084;6,872751;6,66236433;5,044759;4,10608;0,2557602;-0,08794058;-0,605372;-1,260896;-1,431291;-1,8265275;-4,729147;-5,0152041;-6,229952;-6,231833;-6,3939557;-6,97768126;-7,04948083;9,5314962;-9,9318594;-10,6962224;-13,06347756;-13,3589187;-14,1214905;"[
'./TestFULL/Baseball/Baseball_026
.mp4',
'Baseball',
8.985364,
8.30550084,
6.872751,
6.66236433,
5.044759,
4.10608,
0.2557602,
-0.08794058,
-0.605372,
-1.260896,
-1.431291,
-1.8265275,
-4.729147,
-5.0152041,
-6.229952,
-6.231833,
-6.3939557,
-6.97768126,
-7.04948083,
9.5314962,
-9.9318594,
-10.6962224,
-13.06347756,
-13.3589187,
-14.1214905
]"
./TestFULL/Baseball/Baseball_023 .mp4;ReligiousActivity;9,3243232;7,34048499;6,534827;6,4060255;3,408652;3,1289486;1,542891;0,989984;0,25252728;0,084704;-1,8766441;-4,2267021;-4,347867;-5,01452246;-6,08292158;-8,100924;-9,4403915;-9,4598895;-11,0977635;9,4918932;-13,18324511;-13,5570394;-13,5715203;-14,4645889;-14,8691141;"[
'./TestFULL/Baseball/Baseball_023
.mp4',
'Baseball',
9.3243232,
7.34048499,
6.534827,
6.4060255,
3.408652,
3.1289486,
1.542891,
0.989984,
0.25252728,
0.084704,
-1.8766441,
-4.2267021,
-4.347867,
-5.01452246,
-6.08292158,
-8.100924,
-9.4403915,
-9.4598895,
-11.0977635,
9.4918932,
-13.18324511,
-13.5570394,
-13.5715203,
-14.4645889,
-14.8691141
]"
./TestFULL/Baseball/Baseball_044 .mp4;ReligiousActivity;8,22012029;6,70354273;6,5907621;5,78456923;5,5331438;5,526367;0,9129514;-0,4122878;-0,48994377;-2,552636;-2,9563898;-3,9843623;-5,074467;-5,2201356;-6,3662188;-6,66752614;-6,88643829;-8,05984893;-9,28295934;8,68353;-13,417774;-13,83232017;-14,549466;-14,7829165;-14,8128749;"[
'./TestFULL/Baseball/Baseball_044
.mp4',
'Baseball',
8.22012029,
6.70354273,
6.5907621,
5.78456923,
5.5331438,
5.526367,
0.9129514,
-0.4122878,
-0.48994377,
-2.552636,
-2.9563898,
-3.9843623,
-5.074467,
-5.2201356,
-6.3662188,
-6.66752614,
-6.88643829,
-8.05984893,
-9.28295934,
8.68353,
-13.417774,
-13.83232017,
-14.549466,
-14.7829165,
-14.8128749
]"
./TestFULL/Baseball/Baseball_017 .mp4;ReligiousActivity;9,4457462;9,260435;8,348667;7,466997;5,98260464;5,6170903;3,8157349;2,1498204;2,142554;2,10567881;1,40372751;-3,860523;-4,257408;-5,407797;-5,47816618;-6,141689;-6,903664;-6,911217;-7,2273961;9,0998277;-7,93895365;-8,25714357;-9,9707514;-11,44366;-12,261246;"[
'./TestFULL/Baseball/Baseball_017
.mp4',
'Baseball',
9.4457462,
9.260435,
8.348667,
7.466997,
5.98260464,
5.6170903,
3.8157349,
2.1498204,
2.142554,
2.10567881,
1.40372751,
-3.860523,
-4.257408,
-5.407797,
-5.47816618,
-6.141689,
-6.903664,
-6.911217,
-7.2273961,
9.0998277,
-7.93895365,
-8.25714357,
-9.9707514,
-11.44366,
-12.261246
]"
./TestFULL/Basketball/Basketball_047 .mp4;ReligiousActivity;9,88848537;9,556476;9,48926436;8,97232;8,623505;8,394527;4,68889025;3,805412;1,4747843;-0,01653279;-0,12800386;-0,801396;-0,96845979;-1,7501074;-2,50530859;-3,04756767;-3,2285074;-3,2595273;-3,3335715;10,9100884;-7,335783;-11,3852208;-11,5096147;-13,148512;-13,7657521;"[
'./TestFULL/Basketball/Basketball_047
.mp4',
'Baseball',
9.88848537,
9.556476,
9.48926436,
8.97232,
8.623505,
8.394527,
4.68889025,
3.805412,
1.4747843,
-0.01653279,
-0.12800386,
-0.801396,
-0.96845979,
-1.7501074,
-2.50530859,
-3.04756767,
-3.2285074,
-3.2595273,
-3.3335715,
10.9100884,
-7.335783,
-11.3852208,
-11.5096147,
-13.148512,
-13.7657521
]"
./TestFULL/Basketball/Basketball_043 .mp4;ReligiousActivity;9,2287712;8,707431;7,86917972;6,0709166;5,8490853;5,780167;4,736175;4,572089;3,486467;3,09261667;2,354493;2,119881;1,9220138;1,634867;1,47477073;-1,2147855;-1,46156109;-2,820585;-3,694791;8,826764;-8,518357;-9,943932;-12,1340456;-12,222033;-13,3263182;"[
'./TestFULL/Basketball/Basketball_043
.mp4',
'Baseball',
9.2287712,
8.707431,
7.86917972,
6.0709166,
5.8490853,
5.780167,
4.736175,
4.572089,
3.486467,
3.09261667,
2.354493,
2.119881,
1.9220138,
1.634867,
1.47477073,
-1.2147855,
-1.46156109,
-2.820585,
-3.694791,
8.826764,
-8.518357,
-9.943932,
-12.1340456,
-12.222033,
-13.3263182
]"
./TestFULL/Basketball/Basketball_001 .mp4;ReligiousActivity;9,98347197;8,386071;7,29206447;7,088057;6,2325774;4,70779638;4,2369416;3,618522;2,9667088;-0,605188;-0,8418853;-1,18401185;-2,264647;-3,104912;-4,71348037;-5,0828394;-6,5458042;-6,88310687;-8,63033719;10,551198;-10,8840651;-11,7103234;-12,804607;-13,1251568;-14,3466277;"[
'./TestFULL/Basketball/Basketball_001
.mp4',
'Baseball',
9.98347197,
8.386071,
7.29206447,
7.088057,
6.2325774,
4.70779638,
4.2369416,
3.618522,
2.9667088,
-0.605188,
-0.8418853,
-1.18401185,
-2.264647,
-3.104912,
-4.71348037,
-5.0828394,
-6.5458042,
-6.88310687,
-8.63033719,
10.551198,
-10.8840651,
-11.7103234,
-12.804607,
-13.1251568,
-14.3466277
]"
./TestFULL/Basketball/Basketball_009 .mp4;ReligiousActivity;9,84535;9,71693002;8,7003711;7,54137;6,6966926;6,44028;5,6496511;5,0737705;3,7353564;2,615581;1,895938;-3,944809;-4,20512136;-4,6464795;-5,66097691;-5,87801605;-6,08360474;-6,92778076;-7,381333;8,145286;-9,3045653;-10,65420408;-10,86502718;-11,5580699;-11,75428947;"[
'./TestFULL/Basketball/Basketball_009
.mp4',
'Baseball',
9.84535,
9.71693002,
8.7003711,
7.54137,
6.6966926,
6.44028,
5.6496511,
5.0737705,
3.7353564,
2.615581,
1.895938,
-3.944809,
-4.20512136,
-4.6464795,
-5.66097691,
-5.87801605,
-6.08360474,
-6.92778076,
-7.381333,
8.145286,
-9.3045653,
-10.65420408,
-10.86502718,
-11.5580699,
-11.75428947
]"
./TestFULL/Basketball/Basketball_024 .mp4;ReligiousActivity;9,00930775;8,7598087;7,435562;6,6461882;6,577829;5,640297;5,2258041;2,5934756;1,8503868;-1,8697782;-2,379374;-2,504632;-2,94358582;-3,7449011;-3,759351;-4,78999023;-4,8241922;-5,26096;-5,3468551;9,51841;-8,6795275;-9,27395;-12,6204059;-12,864205;-13,0206133;"[
'./TestFULL/Basketball/Basketball_024
.mp4',
'Baseball',
9.00930775,
8.7598087,
7.435562,
6.6461882,
6.577829,
5.640297,
5.2258041,
2.5934756,
1.8503868,
-1.8697782,
-2.379374,
-2.504632,
-2.94358582,
-3.7449011,
-3.759351,
-4.78999023,
-4.8241922,
-5.26096,
-5.3468551,
9.51841,
-8.6795275,
-9.27395,
-12.6204059,
-12.864205,
-13.0206133
]"
./TestFULL/Basketball/Basketball_020 .mp4;ReligiousActivity;9,38867539;8,32461741;6,65098218;4,4193611;3,3173156;2,114718;1,718357;-0,5317212;-0,68601134;-0,77354244;-1,3376299;-2,45891;-2,4778041;-2,92904647;-3,1839968;-3,6729181;-3,7982117;-3,94047565;-4,43917313;8,6239384;-7,840763;-10,6352064;-12,98862736;-13,451149;-13,659028;"[
'./TestFULL/Basketball/Basketball_020
.mp4',
'Baseball',
9.38867539,
8.32461741,
6.65098218,
4.4193611,
3.3173156,
2.114718,
1.718357,
-0.5317212,
-0.68601134,
-0.77354244,
-1.3376299,
-2.45891,
-2.4778041,
-2.92904647,
-3.1839968,
-3.6729181,
-3.7982117,
-3.94047565,
-4.43917313,
8.6239384,
-7.840763,
-10.6352064,
-12.98862736,
-13.451149,
-13.659028
]"
./TestFULL/Basketball/Basketball_040 .mp4;ReligiousActivity;9,7898219;8,911737;8,4889776;8,07051465;5,0435618;3,5607908;1,925484;0,759706;-0,712815;-0,89724774;-1,6198468;-2,42855352;-2,71721055;-4,9620959;-4,98163278;-5,81073813;-7,5886557;-8,58231;-11,027956;9,904418;-11,827773;-12,111452;-12,8054916;-12,85145149;-13,86914557;"[
'./TestFULL/Basketball/Basketball_040
.mp4',
'Baseball',
9.7898219,
8.911737,
8.4889776,
8.07051465,
5.0435618,
3.5607908,
1.925484,
0.759706,
-0.712815,
-0.89724774,
-1.6198468,
-2.42855352,
-2.71721055,
-4.9620959,
-4.98163278,
-5.81073813,
-7.5886557,
-8.58231,
-11.027956,
9.904418,
-11.827773,
-12.111452,
-12.8054916,
-12.85145149,
-13.86914557
]"
./TestFULL/Basketball/Basketball_005 .mp4;ReligiousActivity;9,360734;8,605578;7,41471096;6,00827;5,515634;3,9466114;3,186186;2,7051222;1,59938042;1,43571613;0,22170421;0,0132938;-1,084237;-3,0974658;-3,301824;-4,677312;-4,929427;-5,608378;-8,0126862;10,3836292;-9,94430534;-10,946599;-13,210441;-13,72696748;-14,66256894;"[
'./TestFULL/Basketball/Basketball_005
.mp4',
'Baseball',
9.360734,
8.605578,
7.41471096,
6.00827,
5.515634,
3.9466114,
3.186186,
2.7051222,
1.59938042,
1.43571613,
0.22170421,
0.0132938,
-1.084237,
-3.0974658,
-3.301824,
-4.677312,
-4.929427,
-5.608378,
-8.0126862,
10.3836292,
-9.94430534,
-10.946599,
-13.210441,
-13.72696748,
-14.66256894
]"
./TestFULL/Basketball/Basketball_029 .mp4;ReligiousActivity;8,8653496;8,092153;7,68205634;7,5291538;6,40418;6,1848239;6,049844;3,72260454;2,73758572;2,089084;1,0115035;0,7588131;0,2417273;-0,129224;-0,18717758;-0,78216192;-5,252875;-6,01542451;-6,171005;10,324304;-10,99971723;-11,64125;-12,40629824;-14,198874;-14,428454;"[
'./TestFULL/Basketball/Basketball_029
.mp4',
'Baseball',
8.8653496,
8.092153,
7.68205634,
7.5291538,
6.40418,
6.1848239,
6.049844,
3.72260454,
2.73758572,
2.089084,
1.0115035,
0.7588131,
0.2417273,
-0.129224,
-0.18717758,
-0.78216192,
-5.252875,
-6.01542451,
-6.171005,
10.324304,
-10.99971723,
-11.64125,
-12.40629824,
-14.198874,
-14.428454
]"
./TestFULL/Basketball/Basketball_044 .mp4;ReligiousActivity;8,0801455;7,155636;6,64740786;5,95495984;5,8126552;4,062542;3,4362903;3,0388755;2,798729;1,8140931;1,6577131;1,519749;-1,37350001;-2,5500951;-4,0124084;-6,34002845;-6,7077982;-7,326597;-9,5805039;8,9083039;-12,14147;-13,178927;-14,56314098;-14,6498033;-14,8674106;"[
'./TestFULL/Basketball/Basketball_044
.mp4',
'Baseball',
8.0801455,
7.155636,
6.64740786,
5.95495984,
5.8126552,
4.062542,
3.4362903,
3.0388755,
2.798729,
1.8140931,
1.6577131,
1.519749,
-1.37350001,
-2.5500951,
-4.0124084,
-6.34002845,
-6.7077982,
-7.326597,
-9.5805039,
8.9083039,
-12.14147,
-13.178927,
-14.56314098,
-14.6498033,
-14.8674106
]"
./TestFULL/Basketball/Basketball_017 .mp4;ReligiousActivity;7,7212938;7,500774;7,003046;6,34726534;4,1900689;3,071771;2,03764;1,372035;-0,2571569;-2,112842;-3,490093;-3,9748607;-4,3899027;-4,4337225;-5,39418273;-7,50941286;-9,154892;-9,749138;-11,172252;11,383742;-12,38839044;-12,457861;-12,58699294;-12,60523;-13,27591857;"[
'./TestFULL/Basketball/Basketball_017
.mp4',
'Baseball',
7.7212938,
7.500774,
7.003046,
6.34726534,
4.1900689,
3.071771,
2.03764,
1.372035,
-0.2571569,
-2.112842,
-3.490093,
-3.9748607,
-4.3899027,
-4.4337225,
-5.39418273,
-7.50941286,
-9.154892,
-9.749138,
-11.172252,
11.383742,
-12.38839044,
-12.457861,
-12.58699294,
-12.60523,
-13.27591857
]"
./TestFULL/Basketball/Basketball_002 .mp4;ReligiousActivity;9,26052563;8,9399824;1,6678672;0,42376;-0,2451513;-1,833672;-2,89064;-3,19685;-5,0938271;-5,24052804;-5,39944841;-5,696583;-5,97525319;-7,48144998;-8,230477;-8,27232956;-8,4473399;-10,171013;-10,23249652;10,951857;-10,9659827;-11,2021303;-11,961054;-13,445171;-13,74019749;"[
'./TestFULL/Basketball/Basketball_002
.mp4',
'Baseball',
9.26052563,
8.9399824,
1.6678672,
0.42376,
-0.2451513,
-1.833672,
-2.89064,
-3.19685,
-5.0938271,
-5.24052804,
-5.39944841,
-5.696583,
-5.97525319,
-7.48144998,
-8.230477,
-8.27232956,
-8.4473399,
-10.171013,
-10.23249652,
10.951857,
-10.9659827,
-11.2021303,
-11.961054,
-13.445171,
-13.74019749
]"
./TestFULL/Basketball/Basketball_003 .mp4;ReligiousActivity;8,641072;8,210997;7,10199301;6,8059738;5,34333244;5,227731;3,3102682;2,538195;2,205241;1,604976;0,65785154;-1,06824614;-2,204442;-2,742062;-3,020975;-7,36234385;-7,8218082;-8,74034462;-9,40547;8,300886;-11,969013;-12,06937731;-12,4912593;-14,09367;-14,4919671;"[
'./TestFULL/Basketball/Basketball_003
.mp4',
'Baseball',
8.641072,
8.210997,
7.10199301,
6.8059738,
5.34333244,
5.227731,
3.3102682,
2.538195,
2.205241,
1.604976,
0.65785154,
-1.06824614,
-2.204442,
-2.742062,
-3.020975,
-7.36234385,
-7.8218082,
-8.74034462,
-9.40547,
8.300886,
-11.969013,
-12.06937731,
-12.4912593,
-14.09367,
-14.4919671
]"
./TestFULL/Basketball/Basketball_034 .mp4;ReligiousActivity;9,2324985;8,8820709;8,011573;4,957591;4,1522979;3,780562;3,0006844;2,0043298;-0,2556342;-1,08078472;-3,1166122;-3,650907;-3,756474;-4,553402;-5,56553443;-5,737119;-6,8523215;-9,0930256;-10,30204;10,043902;-11,71644898;-11,8257165;-12,6540407;-13,0803137;-14,80978266;"[
'./TestFULL/Basketball/Basketball_034
.mp4',
'Baseball',
9.2324985,
8.8820709,
8.011573,
4.957591,
4.1522979,
3.780562,
3.0006844,
2.0043298,
-0.2556342,
-1.08078472,
-3.1166122,
-3.650907,
-3.756474,
-4.553402,
-5.56553443,
-5.737119,
-6.8523215,
-9.0930256,
-10.30204,
10.043902,
-11.71644898,
-11.8257165,
-12.6540407,
-13.0803137,
-14.80978266
]"
./TestFULL/Basketball/Basketball_008 .mp4;ReligiousActivity;9,450705;8,232772;7,804763;5,92058305;5,793072;4,7369665;0,190585;-0,39611201;-0,61487322;-1,9438114;-2,1982893;-2,686515;-2,72177446;-3,2979173;-4,211287;-4,421274;-5,5347686;-5,55389392;-5,9306331;9,3050533;-9,41562978;-9,62835118;-10,687631;-12,16786191;-12,7726731;"[
'./TestFULL/Basketball/Basketball_008
.mp4',
'Baseball',
9.450705,
8.232772,
7.804763,
5.92058305,
5.793072,
4.7369665,
0.190585,
-0.39611201,
-0.61487322,
-1.9438114,
-2.1982893,
-2.686515,
-2.72177446,
-3.2979173,
-4.211287,
-4.421274,
-5.5347686,
-5.55389392,
-5.9306331,
9.3050533,
-9.41562978,
-9.62835118,
-10.687631,
-12.16786191,
-12.7726731
]"
./TestFULL/Boating/Boating_040 .mp4;ReligiousActivity;9,961875;9,8579139;9,720146;9,446914;7,488761;7,192354;7,1687775;5,33900068;5,21135343;4,5470001;2,406455;0,0682181;-2,057621;-6,39264839;-7,512587;-7,542235;-9,210252;-9,6636213;-10,91603019;9,718018;-12,0165605;-12,88146933;-14,22401237;-14,7218839;-14,93102086;"[
'./TestFULL/Boating/Boating_040
.mp4',
'Baseball',
9.961875,
9.8579139,
9.720146,
9.446914,
7.488761,
7.192354,
7.1687775,
5.33900068,
5.21135343,
4.5470001,
2.406455,
0.0682181,
-2.057621,
-6.39264839,
-7.512587,
-7.542235,
-9.210252,
-9.6636213,
-10.91603019,
9.718018,
-12.0165605,
-12.88146933,
-14.22401237,
-14.7218839,
-14.93102086
]"
./TestFULL/Boating/Boating_017 .mp4;ReligiousActivity;9,377055;7,27702402;6,835971;5,78425353;5,7153354;4,955929;3,49216267;2,312004;1,77054107;1,214741;0,873743;-0,7485986;-1,2274471;-3,48137259;-3,8818921;-4,53442645;-4,973565;-5,58750124;-6,2952767;8,906735;-6,926497;-8,001854;-8,0805392;-11,665375;-13,498345;"[
'./TestFULL/Boating/Boating_017
.mp4',
'Baseball',
9.377055,
7.27702402,
6.835971,
5.78425353,
5.7153354,
4.955929,
3.49216267,
2.312004,
1.77054107,
1.214741,
0.873743,
-0.7485986,
-1.2274471,
-3.48137259,
-3.8818921,
-4.53442645,
-4.973565,
-5.58750124,
-6.2952767,
8.906735,
-6.926497,
-8.001854,
-8.0805392,
-11.665375,
-13.498345
]"
./TestFULL/Boating/Boating_048 .mp4;ReligiousActivity;9,9298991;9,284136;9,1838856;8,40922535;6,9740102;6,760769;5,68704328;3,07830927;1,5551107;0,9495883;0,592039;0,322278;0,2799888;-2,0431007;-6,315427;-7,69215767;-8,076261;-8,10841719;-8,649926;11,0259002;-10,574019;-10,7105368;-11,435926;-11,49512096;-13,08505834;"[
'./TestFULL/Boating/Boating_048
.mp4',
'Baseball',
9.9298991,
9.284136,
9.1838856,
8.40922535,
6.9740102,
6.760769,
5.68704328,
3.07830927,
1.5551107,
0.9495883,
0.592039,
0.322278,
0.2799888,
-2.0431007,
-6.315427,
-7.69215767,
-8.076261,
-8.10841719,
-8.649926,
11.0259002,
-10.574019,
-10.7105368,
-11.435926,
-11.49512096,
-13.08505834
]"
